file,batch,seq,tokens,model_type,num_layers,hidden_size,kv_hidden_size,num_experts,num_experts_per_tok,num_moe_layers,num_dense_layers,decode_steps,avg_decode_kv_len,attn_devices,ffn_devices,total_devices,routing_backend,routing_update_mode,routing_table_version,routing_poll_count,routing_poll_ms,decode_tpot_ms,throughput_tok_s,attn_flops_per_token,ffn_flops_per_token,total_flops_per_token,attn_achieved_tflops,ffn_achieved_tflops,system_achieved_tflops,peak_tflops_per_device,attn_peak_tflops,ffn_peak_tflops,system_peak_tflops,attn_mfu,ffn_mfu,system_mfu
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b32_s256_t20.json,32,256,20,qwen3_moe,48,2048,256,128,8,48,0,19,265.000000,1,7,8,coordinator,oneshot,1,0,0.000000,447.338620,71.534177,1632501760.000000,3649044480.000000,5281546240.000000,0.116780,0.261031,0.377811,800.000000,800.000000,5600.000000,6400.000000,0.000146,0.000047,0.000059
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b32_s512_t20.json,32,512,20,qwen3_moe,48,2048,256,128,8,48,0,19,521.000000,1,7,8,coordinator,oneshot,1,0,0.000000,460.368480,69.509537,1733165056.000000,3649044480.000000,5382209536.000000,0.120472,0.253643,0.374115,800.000000,800.000000,5600.000000,6400.000000,0.000151,0.000045,0.000058
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b4_s128_t20.json,4,128,20,qwen3_moe,48,2048,256,128,8,48,0,19,137.000000,1,7,8,coordinator,oneshot,1,0,0.000000,259.724695,15.400923,1582170112.000000,3649044480.000000,5231214592.000000,0.024367,0.056199,0.080566,800.000000,800.000000,5600.000000,6400.000000,0.000030,0.000010,0.000013
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b4_s256_t20.json,4,256,20,qwen3_moe,48,2048,256,128,8,48,0,19,265.000000,1,7,8,coordinator,oneshot,1,0,0.000000,253.542466,15.776450,1632501760.000000,3649044480.000000,5281546240.000000,0.025755,0.057569,0.083324,800.000000,800.000000,5600.000000,6400.000000,0.000032,0.000010,0.000013
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b4_s512_t20.json,4,512,20,qwen3_moe,48,2048,256,128,8,48,0,19,521.000000,1,7,8,coordinator,oneshot,1,0,0.000000,261.613677,15.289720,1733165056.000000,3649044480.000000,5382209536.000000,0.026500,0.055793,0.082292,800.000000,800.000000,5600.000000,6400.000000,0.000033,0.000010,0.000013
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b64_s128_t20.json,64,128,20,qwen3_moe,48,2048,256,128,8,48,0,19,137.000000,1,7,8,coordinator,oneshot,1,0,0.000000,629.825124,101.615508,1582170112.000000,3649044480.000000,5231214592.000000,0.160773,0.370800,0.531573,800.000000,800.000000,5600.000000,6400.000000,0.000201,0.000066,0.000083
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b64_s256_t20.json,64,256,20,qwen3_moe,48,2048,256,128,8,48,0,19,265.000000,1,7,8,coordinator,oneshot,1,0,0.000000,611.960230,104.581960,1632501760.000000,3649044480.000000,5281546240.000000,0.170730,0.381624,0.552354,800.000000,800.000000,5600.000000,6400.000000,0.000213,0.000068,0.000086
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b64_s512_t20.json,64,512,20,qwen3_moe,48,2048,256,128,8,48,0,19,521.000000,1,7,8,coordinator,oneshot,1,0,0.000000,627.109893,102.055478,1733165056.000000,3649044480.000000,5382209536.000000,0.176879,0.372405,0.549284,800.000000,800.000000,5600.000000,6400.000000,0.000221,0.000067,0.000086
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b8_s128_t20.json,8,128,20,qwen3_moe,48,2048,256,128,8,48,0,19,137.000000,1,7,8,coordinator,oneshot,1,0,0.000000,293.064033,27.297789,1582170112.000000,3649044480.000000,5231214592.000000,0.043190,0.099611,0.142801,800.000000,800.000000,5600.000000,6400.000000,0.000054,0.000018,0.000022
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b8_s256_t20.json,8,256,20,qwen3_moe,48,2048,256,128,8,48,0,19,265.000000,1,7,8,coordinator,oneshot,1,0,0.000000,298.890976,26.765612,1632501760.000000,3649044480.000000,5281546240.000000,0.043695,0.097669,0.141364,800.000000,800.000000,5600.000000,6400.000000,0.000055,0.000017,0.000022
results_npu/coordinator_arch/crosshost_1a7f_decode_dbo/decode-dbo/timing_attention_xhost_coord_matrix_b8_s512_t20.json,8,512,20,qwen3_moe,48,2048,256,128,8,48,0,19,521.000000,1,7,8,coordinator,oneshot,1,0,0.000000,297.366471,26.902831,1733165056.000000,3649044480.000000,5382209536.000000,0.046627,0.098170,0.144797,800.000000,800.000000,5600.000000,6400.000000,0.000058,0.000018,0.000023
